Tick,Evento,Tipo de Comercio,ID Pedido
1132,Comenzó el envio del pedido,almacen,473
1132,Se empezó a elaborar el pedido,restaurante,475
1132,Se Termino de elaborar el pedido,restaurante,457
1132,Se asignó el rapartidor,restaurante,466
1132,Comenzó el envio del pedido,restaurante,457
1133,Finalizó el envío del pedido,restaurante,452
1134,Se asignó el rapartidor,almacen,474
1135,Entró el pedido al sistema,restaurante,476
1135,Comenzó el envio del pedido,almacen,474
1135,Finalizó el envío del pedido,restaurante,460
1135,Finalizó el envío del pedido,restaurante,451
1137,Finalizó el envío del pedido,almacen,473
1138,Se Termino de elaborar el pedido,restaurante,471
1138,Se asignó el rapartidor,restaurante,455
1138,Se empezó a elaborar el pedido,restaurante,476
1139,Comenzó el envio del pedido,restaurante,455
1140,Entró el pedido al sistema,restaurante,477
1140,Se asignó el rapartidor,restaurante,469
1141,Comenzó el envio del pedido,restaurante,469
1141,Se Termino de elaborar el pedido,restaurante,445
1141,Se empezó a elaborar el pedido,restaurante,477
1141,Se empezó a elaborar el pedido,restaurante,453
1141,Se asignó el rapartidor,restaurante,463
1141,Comenzó el envio del pedido,restaurante,445
1142,Entró el pedido al sistema,restaurante,478
1142,Comenzó el envio del pedido,restaurante,463
1143,Se empezó a elaborar el pedido,restaurante,478
1143,Finalizó el envío del pedido,almacen,474
1144,Se Termino de elaborar el pedido,restaurante,462
1144,Se asignó el rapartidor,restaurante,470
1145,Entró el pedido al sistema,restaurante,479
1145,Se Termino de elaborar el pedido,restaurante,472
1145,Se Termino de elaborar el pedido,restaurante,461
1145,Comenzó el envio del pedido,restaurante,470
1145,Comenzó el envio del pedido,restaurante,461
1146,Entró el pedido al sistema,restaurante,480
1146,Se empezó a elaborar el pedido,restaurante,479
1147,Finalizó el envío del pedido,restaurante,457
1148,Entró el pedido al sistema,restaurante,481
1148,Se Termino de elaborar el pedido,restaurante,466
1148,Se asignó el rapartidor,restaurante,462
1148,Comenzó el envio del pedido,restaurante,466
1148,Finalizó el envío del pedido,restaurante,469
1149,Entró el pedido al sistema,restaurante,482
1149,Se empezó a elaborar el pedido,restaurante,481
1150,Comenzó el envio del pedido,restaurante,462
1150,Se Termino de elaborar el pedido,restaurante,476
1150,Se asignó el rapartidor,restaurante,471
1150,Finalizó el envío del pedido,restaurante,470
1151,Comenzó el envio del pedido,restaurante,471
1153,Entró el pedido al sistema,farmacia,483
1153,Se Termino de elaborar el pedido,restaurante,465
1153,Se asignó el rapartidor,restaurante,472
1154,Comenzó el envio del pedido,restaurante,472
1154,Se empezó a elaborar el pedido,farmacia,483
1154,Finalizó el envío del pedido,restaurante,445
1154,Se Termino de elaborar el pedido,farmacia,483
1155,Finalizó el envío del pedido,restaurante,471
1156,Se Termino de elaborar el pedido,restaurante,459
1156,Se asignó el rapartidor,farmacia,483
1156,Se empezó a elaborar el pedido,restaurante,468
1156,Comenzó el envio del pedido,restaurante,459
1156,Finalizó el envío del pedido,restaurante,455
1157,Comenzó el envio del pedido,farmacia,483
1157,Se asignó el rapartidor,restaurante,467
1157,Finalizó el envío del pedido,restaurante,466
1157,Finalizó el envío del pedido,restaurante,461
1158,Entró el pedido al sistema,restaurante,484
1158,Comenzó el envio del pedido,restaurante,467
1158,Se asignó el rapartidor,restaurante,465
1159,Finalizó el envío del pedido,restaurante,463
1159,Comenzó el envio del pedido,restaurante,465
1160,Se Termino de elaborar el pedido,restaurante,479
1160,Se empezó a elaborar el pedido,restaurante,480
1161,Se asignó el rapartidor,restaurante,477
1162,Se Termino de elaborar el pedido,restaurante,478
1162,Se empezó a elaborar el pedido,restaurante,484
1163,Entró el pedido al sistema,restaurante,485
1164,Finalizó el envío del pedido,restaurante,462
1164,Se empezó a elaborar el pedido,restaurante,485
1165,Entró el pedido al sistema,restaurante,486
1165,Se asignó el rapartidor,restaurante,476
1165,Finalizó el envío del pedido,farmacia,483
1166,Se empezó a elaborar el pedido,restaurante,486
1166,Comenzó el envio del pedido,restaurante,476
1166,Finalizó el envío del pedido,restaurante,472
1168,Entró el pedido al sistema,restaurante,487
1168,Se asignó el rapartidor,restaurante,479
1168,Finalizó el envío del pedido,restaurante,459
1169,Comenzó el envio del pedido,restaurante,479
1170,Se asignó el rapartidor,restaurante,478
1171,Comenzó el envio del pedido,restaurante,478
1172,Se Termino de elaborar el pedido,restaurante,481
1172,Finalizó el envío del pedido,restaurante,467
1173,Entró el pedido al sistema,almacen,488
1173,Finalizó el envío del pedido,restaurante,465
1173,Finalizó el envío del pedido,restaurante,479
1174,Se asignó el rapartidor,restaurante,480
1174,Se empezó a elaborar el pedido,almacen,488
1174,Se Termino de elaborar el pedido,restaurante,475
1174,Se Termino de elaborar el pedido,almacen,488
1175,Se Termino de elaborar el pedido,restaurante,485
1175,Se asignó el rapartidor,almacen,488
1176,Comenzó el envio del pedido,almacen,488
1176,Se asignó el rapartidor,restaurante,481
1177,Entró el pedido al sistema,farmacia,489
1177,Comenzó el envio del pedido,restaurante,481
1177,Se asignó el rapartidor,restaurante,484
1178,Se empezó a elaborar el pedido,farmacia,489
1178,Se Termino de elaborar el pedido,farmacia,489
1179,Entró el pedido al sistema,almacen,490
1179,Se Termino de elaborar el pedido,restaurante,477
1179,Se asignó el rapartidor,farmacia,489
1179,Se empezó a elaborar el pedido,restaurante,487
1179,Comenzó el envio del pedido,restaurante,477
1180,Se empezó a elaborar el pedido,almacen,490
1180,Comenzó el envio del pedido,farmacia,489
1180,Se asignó el rapartidor,almacen,490
1180,Se Termino de elaborar el pedido,almacen,490
1180,Comenzó el envio del pedido,almacen,490
1181,Se Termino de elaborar el pedido,restaurante,453
1181,Se asignó el rapartidor,restaurante,475
1181,Comenzó el envio del pedido,restaurante,453
1182,Entró el pedido al sistema,restaurante,491
1182,Comenzó el envio del pedido,restaurante,475
1182,Se asignó el rapartidor,restaurante,482
1183,Se empezó a elaborar el pedido,restaurante,491
1183,Finalizó el envío del pedido,restaurante,476
1183,Se Termino de elaborar el pedido,restaurante,484
1183,Se empezó a elaborar el pedido,restaurante,482
1183,Comenzó el envio del pedido,restaurante,484
1186,Entró el pedido al sistema,restaurante,492
1186,Finalizó el envío del pedido,almacen,490
1187,Entró el pedido al sistema,almacen,493
1188,Se empezó a elaborar el pedido,almacen,493
1188,Se Termino de elaborar el pedido,restaurante,486
1188,Se asignó el rapartidor,restaurante,491
1188,Se Termino de elaborar el pedido,almacen,493
1189,Entró el pedido al sistema,restaurante,494
1189,Se asignó el rapartidor,almacen,493
1189,Finalizó el envío del pedido,restaurante,478
1189,Finalizó el envío del pedido,restaurante,477
1190,Se empezó a elaborar el pedido,restaurante,494
1190,Finalizó el envío del pedido,farmacia,489
1190,Comenzó el envio del pedido,almacen,493
1191,Entró el pedido al sistema,restaurante,495
1191,Finalizó el envío del pedido,almacen,488
1192,Entró el pedido al sistema,restaurante,496
1192,Se empezó a elaborar el pedido,restaurante,495
1193,Finalizó el envío del pedido,restaurante,481
1194,Se asignó el rapartidor,restaurante,485
1195,Comenzó el envio del pedido,restaurante,485
1195,Finalizó el envío del pedido,almacen,493
1197,Entró el pedido al sistema,restaurante,497
1198,Entró el pedido al sistema,restaurante,498
1198,Se empezó a elaborar el pedido,restaurante,497
1198,Finalizó el envío del pedido,restaurante,484
1199,Entró el pedido al sistema,restaurante,499
1199,Se Termino de elaborar el pedido,restaurante,491
1199,Se empezó a elaborar el pedido,restaurante,498
1199,Se Termino de elaborar el pedido,restaurante,468
1199,Se empezó a elaborar el pedido,restaurante,492
1199,Comenzó el envio del pedido,restaurante,468
1199,Comenzó el envio del pedido,restaurante,491
1200,Se empezó a elaborar el pedido,restaurante,499
1200,Finalizó el envío del pedido,restaurante,453
1201,Se asignó el rapartidor,restaurante,486
1201,Finalizó el envío del pedido,restaurante,475
1202,Comenzó el envio del pedido,restaurante,486
1202,Se asignó el rapartidor,restaurante,487
1203,Se asignó el rapartidor,restaurante,496
1204,Entró el pedido al sistema,almacen,500
1204,Se Termino de elaborar el pedido,restaurante,494
1204,Se asignó el rapartidor,restaurante,498
1205,Entró el pedido al sistema,restaurante,501
1205,Se empezó a elaborar el pedido,almacen,500
1205,Se Termino de elaborar el pedido,restaurante,480
1205,Finalizó el envío del pedido,restaurante,468
1205,Se Termino de elaborar el pedido,almacen,500
1205,Comenzó el envio del pedido,restaurante,480
1206,Finalizó el envío del pedido,restaurante,491
1206,Finalizó el envío del pedido,restaurante,485
1208,Se asignó el rapartidor,almacen,500
1209,Comenzó el envio del pedido,almacen,500
1209,Se asignó el rapartidor,restaurante,495
1210,Entró el pedido al sistema,restaurante,502
1211,Se empezó a elaborar el pedido,restaurante,502
1211,Se asignó el rapartidor,restaurante,494
1212,Se Termino de elaborar el pedido,restaurante,482
1212,Se asignó el rapartidor,restaurante,492
1212,Comenzó el envio del pedido,restaurante,494
1212,Comenzó el envio del pedido,restaurante,482
1213,Finalizó el envío del pedido,almacen,500
1214,Se asignó el rapartidor,restaurante,502
1215,Entró el pedido al sistema,restaurante,503
1215,Se Termino de elaborar el pedido,restaurante,495
1215,Se asignó el rapartidor,restaurante,501
1215,Se empezó a elaborar el pedido,restaurante,496
1215,Comenzó el envio del pedido,restaurante,495
1216,Se Termino de elaborar el pedido,restaurante,492
1216,Comenzó el envio del pedido,restaurante,492
1219,Se asignó el rapartidor,restaurante,503
1220,Entró el pedido al sistema,restaurante,504
1220,Se asignó el rapartidor,restaurante,497
1221,Se empezó a elaborar el pedido,restaurante,504
1221,Se asignó el rapartidor,restaurante,499
1221,Finalizó el envío del pedido,restaurante,486
1222,Se Termino de elaborar el pedido,restaurante,498
1222,Se asignó el rapartidor,restaurante,504
1222,Se empezó a elaborar el pedido,restaurante,501
1222,Finalizó el envío del pedido,restaurante,495
1222,Comenzó el envio del pedido,restaurante,498
1223,Entró el pedido al sistema,restaurante,505
1223,Se Termino de elaborar el pedido,restaurante,487
1223,Finalizó el envío del pedido,restaurante,480
1223,Comenzó el envio del pedido,restaurante,487
1224,Finalizó el envío del pedido,restaurante,494
1225,Se empezó a elaborar el pedido,restaurante,505
1225,Entró el pedido al sistema,almacen,506
1226,Se Termino de elaborar el pedido,restaurante,499
1226,Se empezó a elaborar el pedido,almacen,506
1226,Se empezó a elaborar el pedido,restaurante,503
1226,Se Termino de elaborar el pedido,almacen,506
1226,Comenzó el envio del pedido,restaurante,499
1228,Se Termino de elaborar el pedido,restaurante,502
1228,Comenzó el envio del pedido,restaurante,502
1229,Finalizó el envío del pedido,restaurante,498
1230,Entró el pedido al sistema,restaurante,507
1230,Se asignó el rapartidor,restaurante,505
1230,Finalizó el envío del pedido,restaurante,482
1232,Entró el pedido al sistema,restaurante,508
1233,Se empezó a elaborar el pedido,restaurante,508
1233,Finalizó el envío del pedido,restaurante,502
1236,Entró el pedido al sistema,restaurante,509
1236,Finalizó el envío del pedido,restaurante,492
1237,Se asignó el rapartidor,almacen,506
1237,Se Termino de elaborar el pedido,restaurante,503
1237,Se empezó a elaborar el pedido,restaurante,509
1237,Comenzó el envio del pedido,restaurante,503
1238,Comenzó el envio del pedido,almacen,506
1238,Se asignó el rapartidor,restaurante,507
1239,Entró el pedido al sistema,restaurante,510
1239,Se asignó el rapartidor,restaurante,509
1240,Se Termino de elaborar el pedido,restaurante,497
1240,Comenzó el envio del pedido,restaurante,497
1241,Finalizó el envío del pedido,restaurante,487
1241,Finalizó el envío del pedido,restaurante,499
1242,Se asignó el rapartidor,restaurante,508
1243,Se asignó el rapartidor,restaurante,510
1244,Entró el pedido al sistema,restaurante,511
1246,Finalizó el envío del pedido,restaurante,503
1247,Se Termino de elaborar el pedido,restaurante,509
1247,Se empezó a elaborar el pedido,restaurante,511
1247,Comenzó el envio del pedido,restaurante,509
1248,Entró el pedido al sistema,almacen,512
1248,Finalizó el envío del pedido,almacen,506
1248,Entró el pedido al sistema,restaurante,513
1248,Entró el pedido al sistema,restaurante,514
1249,Se empezó a elaborar el pedido,almacen,512
1249,Se empezó a elaborar el pedido,restaurante,514
1249,Se Termino de elaborar el pedido,almacen,512
1250,Se asignó el rapartidor,restaurante,511
1252,Entró el pedido al sistema,almacen,515
1253,Entró el pedido al sistema,restaurante,516
1253,Se empezó a elaborar el pedido,almacen,515
1253,Se Termino de elaborar el pedido,almacen,515
1254,Se empezó a elaborar el pedido,restaurante,516
1254,Se Termino de elaborar el pedido,restaurante,504
1254,Se empezó a elaborar el pedido,restaurante,507
1254,Comenzó el envio del pedido,restaurante,504
1255,Entró el pedido al sistema,restaurante,517
1255,Entró el pedido al sistema,restaurante,518
1255,Entró el pedido al sistema,restaurante,519
1256,Se asignó el rapartidor,almacen,512
1256,Finalizó el envío del pedido,restaurante,509
1257,Comenzó el envio del pedido,almacen,512
1257,Se asignó el rapartidor,almacen,515
1258,Comenzó el envio del pedido,almacen,515
1258,Se asignó el rapartidor,restaurante,513
1258,Finalizó el envío del pedido,restaurante,497
1260,Entró el pedido al sistema,restaurante,520
1260,Se asignó el rapartidor,restaurante,517
1260,Entró el pedido al sistema,restaurante,521
1260,Finalizó el envío del pedido,restaurante,504
1261,Se Termino de elaborar el pedido,restaurante,505
1261,Se asignó el rapartidor,restaurante,516
1261,Se empezó a elaborar el pedido,restaurante,520
1261,Se empezó a elaborar el pedido,restaurante,510
1261,Se Termino de elaborar el pedido,restaurante,496
1261,Comenzó el envio del pedido,restaurante,496
1261,Comenzó el envio del pedido,restaurante,505
1263,Se Termino de elaborar el pedido,restaurante,511
1263,Comenzó el envio del pedido,restaurante,511
1265,Se Termino de elaborar el pedido,restaurante,507
1265,Entró el pedido al sistema,restaurante,522
1265,Finalizó el envío del pedido,restaurante,496
1265,Se empezó a elaborar el pedido,restaurante,513
1265,Comenzó el envio del pedido,restaurante,507
1266,Se asignó el rapartidor,restaurante,518
1266,Entró el pedido al sistema,restaurante,523
1266,Se empezó a elaborar el pedido,restaurante,522
1266,Entró el pedido al sistema,restaurante,524
1267,Se Termino de elaborar el pedido,restaurante,501
1267,Se empezó a elaborar el pedido,restaurante,523
1267,Se asignó el rapartidor,restaurante,521
1267,Se empezó a elaborar el pedido,restaurante,518
1267,Comenzó el envio del pedido,restaurante,501
1269,Entró el pedido al sistema,restaurante,525
1270,Se Termino de elaborar el pedido,restaurante,508
1270,Se empezó a elaborar el pedido,restaurante,525
1270,Comenzó el envio del pedido,restaurante,508
1271,Se asignó el rapartidor,restaurante,519
1272,Finalizó el envío del pedido,almacen,512
1273,Se Termino de elaborar el pedido,restaurante,516
1273,Se Termino de elaborar el pedido,restaurante,514
1273,Finalizó el envío del pedido,restaurante,511
1273,Se empezó a elaborar el pedido,restaurante,517
1273,Se empezó a elaborar el pedido,restaurante,519
1273,Comenzó el envio del pedido,restaurante,516
1273,Comenzó el envio del pedido,restaurante,514
1274,Entró el pedido al sistema,restaurante,526
1275,Finalizó el envío del pedido,almacen,515
1276,Entró el pedido al sistema,restaurante,527
1276,Se Termino de elaborar el pedido,restaurante,513
1276,Se empezó a elaborar el pedido,restaurante,524
1276,Comenzó el envio del pedido,restaurante,513
1277,Entró el pedido al sistema,restaurante,528
1277,Se empezó a elaborar el pedido,restaurante,527
1277,Se asignó el rapartidor,restaurante,524
1278,Se empezó a elaborar el pedido,restaurante,528
1278,Finalizó el envío del pedido,restaurante,501
1278,Finalizó el envío del pedido,restaurante,516
1279,Finalizó el envío del pedido,restaurante,505
1281,Entró el pedido al sistema,restaurante,529
1281,Se Termino de elaborar el pedido,restaurante,520
1282,Se empezó a elaborar el pedido,restaurante,529
1282,Se Termino de elaborar el pedido,restaurante,518
1282,Finalizó el envío del pedido,restaurante,513
1282,Comenzó el envio del pedido,restaurante,518
1284,Entró el pedido al sistema,restaurante,530
1284,Se Termino de elaborar el pedido,restaurante,525
1284,Se asignó el rapartidor,restaurante,525
1285,Comenzó el envio del pedido,restaurante,525
1285,Se asignó el rapartidor,restaurante,514
1285,Finalizó el envío del pedido,restaurante,507
1285,Finalizó el envío del pedido,restaurante,508
1287,Se Termino de elaborar el pedido,restaurante,524
1287,Comenzó el envio del pedido,restaurante,524
1289,Entró el pedido al sistema,restaurante,531
1289,Se Termino de elaborar el pedido,restaurante,517
1289,Se asignó el rapartidor,restaurante,520
1289,Comenzó el envio del pedido,restaurante,517
1290,Se empezó a elaborar el pedido,restaurante,531
1290,Comenzó el envio del pedido,restaurante,520
1290,Se asignó el rapartidor,restaurante,530
1291,Se asignó el rapartidor,restaurante,522
1292,Finalizó el envío del pedido,restaurante,514
1292,Finalizó el envío del pedido,restaurante,525
1293,Entró el pedido al sistema,restaurante,532
1293,Se Termino de elaborar el pedido,restaurante,527
1293,Se empezó a elaborar el pedido,restaurante,530
1293,Comenzó el envio del pedido,restaurante,527
1294,Se asignó el rapartidor,restaurante,523
1294,Finalizó el envío del pedido,restaurante,518
1296,Finalizó el envío del pedido,restaurante,517
1297,Finalizó el envío del pedido,restaurante,524
1298,Entró el pedido al sistema,farmacia,533
1298,Se Termino de elaborar el pedido,restaurante,529
1298,Se asignó el rapartidor,restaurante,529
1298,Entró el pedido al sistema,almacen,534
1299,Se Termino de elaborar el pedido,restaurante,510
1299,Se empezó a elaborar el pedido,almacen,534
1299,Se empezó a elaborar el pedido,farmacia,533
1299,Comenzó el envio del pedido,restaurante,529
1299,Se empezó a elaborar el pedido,restaurante,521
1299,Se Termino de elaborar el pedido,farmacia,533
1299,Se Termino de elaborar el pedido,almacen,534
1299,Comenzó el envio del pedido,restaurante,510
1300,Se Termino de elaborar el pedido,restaurante,522
1300,Comenzó el envio del pedido,restaurante,522
1301,Entró el pedido al sistema,restaurante,535
1301,Se asignó el rapartidor,farmacia,533
1302,Se Termino de elaborar el pedido,restaurante,523
1302,Se empezó a elaborar el pedido,restaurante,535
1302,Comenzó el envio del pedido,farmacia,533
1302,Se asignó el rapartidor,almacen,534
1302,Comenzó el envio del pedido,restaurante,523
1303,Comenzó el envio del pedido,almacen,534
1304,Finalizó el envío del pedido,restaurante,520
1305,Entró el pedido al sistema,almacen,536
1305,Se asignó el rapartidor,restaurante,526
1306,Se asignó el rapartidor,almacen,536
1306,Se empezó a elaborar el pedido,almacen,536
1306,Se Termino de elaborar el pedido,almacen,536
1306,Comenzó el envio del pedido,almacen,536
1307,Entró el pedido al sistema,restaurante,537
1307,Se asignó el rapartidor,restaurante,532
1308,Se empezó a elaborar el pedido,restaurante,537
1308,Se asignó el rapartidor,restaurante,527
1308,Finalizó el envío del pedido,restaurante,529
1309,Entró el pedido al sistema,farmacia,538
1310,Entró el pedido al sistema,almacen,539
1310,Se empezó a elaborar el pedido,farmacia,538
1310,Se Termino de elaborar el pedido,farmacia,538
1311,Se empezó a elaborar el pedido,almacen,539
1311,Se Termino de elaborar el pedido,almacen,539
1312,Se asignó el rapartidor,restaurante,535
1312,Finalizó el envío del pedido,restaurante,527
1313,Entró el pedido al sistema,almacen,540
1314,Se Termino de elaborar el pedido,restaurante,528
1314,Se empezó a elaborar el pedido,almacen,540
1314,Se Termino de elaborar el pedido,restaurante,521
1314,Se Termino de elaborar el pedido,almacen,540
1314,Comenzó el envio del pedido,restaurante,521
1315,Se Termino de elaborar el pedido,restaurante,535
1315,Comenzó el envio del pedido,restaurante,535
1317,Se Termino de elaborar el pedido,restaurante,519
1317,Entró el pedido al sistema,restaurante,541
1317,Finalizó el envío del pedido,restaurante,522
1317,Finalizó el envío del pedido,almacen,534
1317,Finalizó el envío del pedido,farmacia,533
1317,Se empezó a elaborar el pedido,restaurante,526
1317,Comenzó el envio del pedido,restaurante,519
1318,Se Termino de elaborar el pedido,restaurante,531
1318,Se empezó a elaborar el pedido,restaurante,541
1318,Se Termino de elaborar el pedido,restaurante,530
1318,Finalizó el envío del pedido,restaurante,510
1318,Se empezó a elaborar el pedido,restaurante,532
1318,Comenzó el envio del pedido,restaurante,530
1318,Comenzó el envio del pedido,restaurante,531
1319,Se asignó el rapartidor,farmacia,538
1319,Finalizó el envío del pedido,almacen,536
1320,Comenzó el envio del pedido,farmacia,538
1320,Se asignó el rapartidor,almacen,539
1320,Finalizó el envío del pedido,restaurante,523
1321,Comenzó el envio del pedido,almacen,539
1321,Entró el pedido al sistema,restaurante,542
1322,Se empezó a elaborar el pedido,restaurante,542
1324,Finalizó el envío del pedido,restaurante,535
1324,Finalizó el envío del pedido,farmacia,538
1325,Finalizó el envío del pedido,restaurante,521
1326,Entró el pedido al sistema,restaurante,543
1326,Finalizó el envío del pedido,restaurante,530
1328,Entró el pedido al sistema,restaurante,544
1329,Se empezó a elaborar el pedido,restaurante,544
1330,Se asignó el rapartidor,almacen,540
1331,Comenzó el envio del pedido,almacen,540
1332,Se asignó el rapartidor,restaurante,537
1333,Entró el pedido al sistema,restaurante,545
1333,Se asignó el rapartidor,restaurante,528
1333,Entró el pedido al sistema,restaurante,546
1334,Se empezó a elaborar el pedido,restaurante,545
1334,Se empezó a elaborar el pedido,restaurante,546
1334,Comenzó el envio del pedido,restaurante,528
1334,Se asignó el rapartidor,restaurante,531
1335,Se asignó el rapartidor,restaurante,544
1336,Entró el pedido al sistema,farmacia,547
1336,Se asignó el rapartidor,restaurante,541
1336,Finalizó el envío del pedido,restaurante,519
1337,Se empezó a elaborar el pedido,farmacia,547
1337,Se asignó el rapartidor,farmacia,547
1337,Se Termino de elaborar el pedido,farmacia,547
1337,Comenzó el envio del pedido,farmacia,547
1338,Se asignó el rapartidor,restaurante,543
1338,Finalizó el envío del pedido,restaurante,531
1338,Finalizó el envío del pedido,almacen,539
1338,Finalizó el envío del pedido,almacen,540
1339,Se Termino de elaborar el pedido,restaurante,537
1339,Entró el pedido al sistema,restaurante,548
1339,Se asignó el rapartidor,restaurante,542
1339,Comenzó el envio del pedido,restaurante,537
1340,Se empezó a elaborar el pedido,restaurante,548
1340,Se asignó el rapartidor,restaurante,548
1341,Entró el pedido al sistema,farmacia,549
1341,Se asignó el rapartidor,restaurante,545
1342,Se empezó a elaborar el pedido,farmacia,549
1342,Se Termino de elaborar el pedido,farmacia,549
1345,Entró el pedido al sistema,farmacia,550
1346,Se Termino de elaborar el pedido,restaurante,532
1346,Se empezó a elaborar el pedido,farmacia,550
1346,Se empezó a elaborar el pedido,restaurante,543
1346,Se Termino de elaborar el pedido,farmacia,550
1346,Comenzó el envio del pedido,restaurante,532
1347,Se asignó el rapartidor,farmacia,549
1348,Comenzó el envio del pedido,farmacia,549
1349,Se Termino de elaborar el pedido,restaurante,526
1349,Comenzó el envio del pedido,restaurante,526
1350,Entró el pedido al sistema,restaurante,551
1350,Finalizó el envío del pedido,restaurante,537
1352,Finalizó el envío del pedido,farmacia,547
1353,Finalizó el envío del pedido,restaurante,528
1353,Finalizó el envío del pedido,restaurante,532
1354,Entró el pedido al sistema,almacen,552
1355,Se empezó a elaborar el pedido,almacen,552
1355,Se Termino de elaborar el pedido,almacen,552
1356,Se asignó el rapartidor,farmacia,550
1357,Entró el pedido al sistema,farmacia,553
1357,Comenzó el envio del pedido,farmacia,550
1357,Se asignó el rapartidor,almacen,552
1357,Finalizó el envío del pedido,farmacia,549
1358,Se empezó a elaborar el pedido,farmacia,553
1358,Se Termino de elaborar el pedido,restaurante,542
1358,Comenzó el envio del pedido,almacen,552
1358,Se Termino de elaborar el pedido,farmacia,553
1358,Comenzó el envio del pedido,restaurante,542
1359,Se asignó el rapartidor,farmacia,553
1360,Comenzó el envio del pedido,farmacia,553
1361,Se Termino de elaborar el pedido,restaurante,541
1361,Se asignó el rapartidor,restaurante,551
1361,Comenzó el envio del pedido,restaurante,541
1362,Entró el pedido al sistema,restaurante,554
1362,Finalizó el envío del pedido,almacen,552
1363,Se empezó a elaborar el pedido,restaurante,554
1363,Se asignó el rapartidor,restaurante,546
1365,Se Termino de elaborar el pedido,restaurante,548
1365,Comenzó el envio del pedido,restaurante,548
1366,Se Termino de elaborar el pedido,restaurante,543
1366,Comenzó el envio del pedido,restaurante,543
1367,Entró el pedido al sistema,restaurante,555
1367,Se Termino de elaborar el pedido,restaurante,544
1367,Finalizó el envío del pedido,farmacia,550
1367,Entró el pedido al sistema,restaurante,556
1367,Comenzó el envio del pedido,restaurante,544
1368,Se empezó a elaborar el pedido,restaurante,555
1368,Se empezó a elaborar el pedido,restaurante,556
1368,Se asignó el rapartidor,restaurante,554
1368,Finalizó el envío del pedido,restaurante,526
1369,Se asignó el rapartidor,restaurante,555
1370,Se Termino de elaborar el pedido,restaurante,545
1370,Se asignó el rapartidor,restaurante,556
1370,Comenzó el envio del pedido,restaurante,545
1370,Finalizó el envío del pedido,restaurante,548
1371,Se Termino de elaborar el pedido,restaurante,546
1371,Finalizó el envío del pedido,restaurante,542
1371,Se empezó a elaborar el pedido,restaurante,551
1371,Comenzó el envio del pedido,restaurante,546
1372,Entró el pedido al sistema,restaurante,557
1372,Finalizó el envío del pedido,restaurante,541
1373,Se Termino de elaborar el pedido,restaurante,554
1373,Comenzó el envio del pedido,restaurante,554
1374,Se asignó el rapartidor,restaurante,557
1375,Finalizó el envío del pedido,restaurante,544
1375,Finalizó el envío del pedido,farmacia,553
1377,Entró el pedido al sistema,almacen,558
1377,Finalizó el envío del pedido,restaurante,543
1378,Entró el pedido al sistema,restaurante,559
1378,Se empezó a elaborar el pedido,almacen,558
1378,Se asignó el rapartidor,almacen,558
1378,Se Termino de elaborar el pedido,almacen,558
1378,Comenzó el envio del pedido,almacen,558
1379,Se asignó el rapartidor,restaurante,559
1382,Entró el pedido al sistema,restaurante,560
1382,Se Termino de elaborar el pedido,restaurante,556
1382,Se empezó a elaborar el pedido,restaurante,557
1382,Comenzó el envio del pedido,restaurante,556
1383,Se empezó a elaborar el pedido,restaurante,560
1383,Finalizó el envío del pedido,almacen,558
1384,Se asignó el rapartidor,restaurante,560
1386,Entró el pedido al sistema,almacen,561
1386,Entró el pedido al sistema,restaurante,562
1387,Se empezó a elaborar el pedido,almacen,561
1387,Se empezó a elaborar el pedido,restaurante,562
1387,Se asignó el rapartidor,almacen,561
1387,Se Termino de elaborar el pedido,almacen,561
1387,Comenzó el envio del pedido,almacen,561
1388,Entró el pedido al sistema,almacen,563
1388,Se asignó el rapartidor,restaurante,562
1388,Finalizó el envío del pedido,restaurante,546
1388,Finalizó el envío del pedido,restaurante,545
1388,Finalizó el envío del pedido,restaurante,554
1389,Se empezó a elaborar el pedido,almacen,563
1389,Se asignó el rapartidor,almacen,563
1389,Se Termino de elaborar el pedido,almacen,563
1390,Comenzó el envio del pedido,almacen,563
1393,Entró el pedido al sistema,restaurante,564
1394,Se empezó a elaborar el pedido,restaurante,564
1394,Se asignó el rapartidor,restaurante,564
1395,Entró el pedido al sistema,restaurante,565
1395,Finalizó el envío del pedido,restaurante,556
1396,Se Termino de elaborar el pedido,restaurante,555
1396,Se asignó el rapartidor,restaurante,565
1396,Se empezó a elaborar el pedido,restaurante,565
1396,Comenzó el envio del pedido,restaurante,555
1398,Se Termino de elaborar el pedido,restaurante,557
1398,Comenzó el envio del pedido,restaurante,557
1400,Entró el pedido al sistema,restaurante,566
1400,Se Termino de elaborar el pedido,restaurante,560
1400,Finalizó el envío del pedido,almacen,563
1400,Entró el pedido al sistema,farmacia,567
1400,Comenzó el envio del pedido,restaurante,560
1401,Se empezó a elaborar el pedido,restaurante,566
1401,Se empezó a elaborar el pedido,farmacia,567
1401,Se asignó el rapartidor,farmacia,567
1401,Se Termino de elaborar el pedido,farmacia,567
1401,Comenzó el envio del pedido,farmacia,567
1402,Se Termino de elaborar el pedido,restaurante,562
1402,Finalizó el envío del pedido,restaurante,555
1402,Comenzó el envio del pedido,restaurante,562
1404,Se asignó el rapartidor,restaurante,566
1405,Se Termino de elaborar el pedido,restaurante,551
1405,Entró el pedido al sistema,farmacia,568
1405,Finalizó el envío del pedido,almacen,561
1405,Entró el pedido al sistema,restaurante,569
