Tick,Evento,ID Repartidor
1013,Se asignó el rapartidor,11
1013,Finalizó el envío del pedido,8
1014,Comenzó el envio del pedido,11
1015,El repartidor vuelve a estar listo,1
1015,Finalizó el envío del pedido,10
1016,Se asignó el rapartidor,1
1016,El repartidor vuelve a estar listo,13
1017,Se asignó el rapartidor,13
1017,Comenzó el envio del pedido,1
1017,Finalizó el envío del pedido,15
1018,Comenzó el envio del pedido,13
1020,El repartidor vuelve a estar listo,9
1021,Se asignó el rapartidor,9
1022,Comenzó el envio del pedido,9
1022,Comenzó el envio del pedido,12
1023,El repartidor vuelve a estar listo,7
1024,Se asignó el rapartidor,7
1024,El repartidor vuelve a estar listo,2
1024,El repartidor vuelve a estar listo,14
1024,El repartidor vuelve a estar listo,8
1025,Comenzó el envio del pedido,7
1025,Se asignó el rapartidor,2
1025,El repartidor vuelve a estar listo,4
1025,El repartidor vuelve a estar listo,6
1025,El repartidor vuelve a estar listo,5
1025,Finalizó el envío del pedido,1
1025,Finalizó el envío del pedido,3
1026,Se asignó el rapartidor,8
1027,Comenzó el envio del pedido,8
1027,Se asignó el rapartidor,14
1027,El repartidor vuelve a estar listo,15
1028,Se asignó el rapartidor,4
1029,Se asignó el rapartidor,5
1029,Comenzó el envio del pedido,4
1030,Comenzó el envio del pedido,5
1030,Se asignó el rapartidor,6
1031,Se asignó el rapartidor,15
1031,Comenzó el envio del pedido,2
1031,Finalizó el envío del pedido,13
1032,Comenzó el envio del pedido,15
1032,Finalizó el envío del pedido,11
1032,Comenzó el envio del pedido,14
1033,Finalizó el envío del pedido,8
1034,El repartidor vuelve a estar listo,1
1035,Se asignó el rapartidor,1
1035,El repartidor vuelve a estar listo,10
1036,Comenzó el envio del pedido,1
1036,Se asignó el rapartidor,10
1036,Finalizó el envío del pedido,2
1036,Finalizó el envío del pedido,4
1037,Comenzó el envio del pedido,10
1039,Finalizó el envío del pedido,14
1040,El repartidor vuelve a estar listo,8
1040,Finalizó el envío del pedido,9
1041,Se asignó el rapartidor,8
1041,Finalizó el envío del pedido,12
1042,El repartidor vuelve a estar listo,3
1042,El repartidor vuelve a estar listo,2
1042,Finalizó el envío del pedido,7
1043,Se asignó el rapartidor,3
1043,Finalizó el envío del pedido,10
1043,Finalizó el envío del pedido,5
1044,Comenzó el envio del pedido,3
1044,Se asignó el rapartidor,2
1044,El repartidor vuelve a estar listo,4
1045,Comenzó el envio del pedido,2
1045,Se asignó el rapartidor,4
1045,El repartidor vuelve a estar listo,13
1045,Comenzó el envio del pedido,4
1046,Se asignó el rapartidor,13
1046,Comenzó el envio del pedido,6
1046,El repartidor vuelve a estar listo,14
1047,Se asignó el rapartidor,14
1047,Comenzó el envio del pedido,8
1048,Comenzó el envio del pedido,14
1050,El repartidor vuelve a estar listo,10
1050,Comenzó el envio del pedido,13
1051,Se asignó el rapartidor,10
1051,El repartidor vuelve a estar listo,11
1051,Finalizó el envío del pedido,15
1052,Comenzó el envio del pedido,10
1052,Se asignó el rapartidor,11
1053,Finalizó el envío del pedido,1
1053,Comenzó el envio del pedido,11
1053,Finalizó el envío del pedido,2
1055,Finalizó el envío del pedido,13
1056,Finalizó el envío del pedido,8
1057,El repartidor vuelve a estar listo,5
1058,Se asignó el rapartidor,5
1059,El repartidor vuelve a estar listo,9
1060,Se asignó el rapartidor,9
1060,El repartidor vuelve a estar listo,12
1060,El repartidor vuelve a estar listo,7
1060,El repartidor vuelve a estar listo,13
1060,Finalizó el envío del pedido,4
1060,Finalizó el envío del pedido,6
1060,Finalizó el envío del pedido,3
1061,Comenzó el envio del pedido,9
1061,Se asignó el rapartidor,12
1062,Comenzó el envio del pedido,12
1062,Se asignó el rapartidor,7
1062,El repartidor vuelve a estar listo,2
1063,Se asignó el rapartidor,13
1063,Comenzó el envio del pedido,13
1064,Se asignó el rapartidor,2
1064,Finalizó el envío del pedido,14
1065,Comenzó el envio del pedido,2
1066,El repartidor vuelve a estar listo,8
1067,Se asignó el rapartidor,8
1067,Comenzó el envio del pedido,7
1067,Finalizó el envío del pedido,10
1069,Finalizó el envío del pedido,13
1070,Finalizó el envío del pedido,11
1070,Comenzó el envio del pedido,8
1071,El repartidor vuelve a estar listo,15
1071,El repartidor vuelve a estar listo,1
1071,Finalizó el envío del pedido,12
1072,Se asignó el rapartidor,15
1072,Comenzó el envio del pedido,5
1073,Comenzó el envio del pedido,15
1073,Se asignó el rapartidor,1
1073,Comenzó el envio del pedido,1
1075,El repartidor vuelve a estar listo,6
1075,El repartidor vuelve a estar listo,4
1075,El repartidor vuelve a estar listo,13
1076,Se asignó el rapartidor,13
1076,Finalizó el envío del pedido,9
1077,Se asignó el rapartidor,4
1077,El repartidor vuelve a estar listo,3
1077,Finalizó el envío del pedido,2
1078,Se asignó el rapartidor,6
1078,Comenzó el envio del pedido,4
1079,Se asignó el rapartidor,3
1079,Comenzó el envio del pedido,6
1080,Comenzó el envio del pedido,13
1081,El repartidor vuelve a estar listo,14
1081,El repartidor vuelve a estar listo,12
1082,Se asignó el rapartidor,14
1082,Finalizó el envío del pedido,15
1083,Comenzó el envio del pedido,14
1083,Se asignó el rapartidor,12
1083,El repartidor vuelve a estar listo,10
1083,Finalizó el envío del pedido,7
1084,Se asignó el rapartidor,10
1086,Finalizó el envío del pedido,5
1086,Finalizó el envío del pedido,8
1087,El repartidor vuelve a estar listo,2
1087,Finalizó el envío del pedido,1
1087,Finalizó el envío del pedido,4
1088,Se asignó el rapartidor,2
1089,El repartidor vuelve a estar listo,11
1089,Comenzó el envio del pedido,2
1090,Se asignó el rapartidor,11
1090,Finalizó el envío del pedido,6
1091,Comenzó el envio del pedido,11
1093,El repartidor vuelve a estar listo,9
1093,El repartidor vuelve a estar listo,15
1094,Se asignó el rapartidor,9
1095,Comenzó el envio del pedido,9
1095,Se asignó el rapartidor,15
1096,Finalizó el envío del pedido,13
1096,Comenzó el envio del pedido,10
1097,Finalizó el envío del pedido,14
1098,El repartidor vuelve a estar listo,4
1099,Se asignó el rapartidor,4
1099,Finalizó el envío del pedido,11
1099,Comenzó el envio del pedido,3
1100,Comenzó el envio del pedido,4
1101,El repartidor vuelve a estar listo,7
1101,El repartidor vuelve a estar listo,5
1101,El repartidor vuelve a estar listo,6
1102,Se asignó el rapartidor,7
1103,Se asignó el rapartidor,6
1103,El repartidor vuelve a estar listo,8
1104,Comenzó el envio del pedido,6
1104,Se asignó el rapartidor,5
1104,Finalizó el envío del pedido,9
1105,Se asignó el rapartidor,8
1106,Comenzó el envio del pedido,15
1107,El repartidor vuelve a estar listo,1
1107,Finalizó el envío del pedido,2
1108,Se asignó el rapartidor,1
1108,El repartidor vuelve a estar listo,11
1109,Se asignó el rapartidor,11
1111,El repartidor vuelve a estar listo,14
1112,Se asignó el rapartidor,14
1113,Finalizó el envío del pedido,10
1114,El repartidor vuelve a estar listo,13
1114,El repartidor vuelve a estar listo,9
1115,Se asignó el rapartidor,13
1115,Comenzó el envio del pedido,5
1116,Comenzó el envio del pedido,7
1116,Se asignó el rapartidor,9
1116,Comenzó el envio del pedido,1
1116,Finalizó el envío del pedido,3
1117,Finalizó el envío del pedido,6
1118,Finalizó el envío del pedido,4
1123,Finalizó el envío del pedido,15
1123,Comenzó el envio del pedido,8
1126,El repartidor vuelve a estar listo,2
1127,Se asignó el rapartidor,2
1127,Finalizó el envío del pedido,7
1130,El repartidor vuelve a estar listo,10
1131,Se asignó el rapartidor,10
1131,El repartidor vuelve a estar listo,6
1132,Comenzó el envio del pedido,10
1132,Se asignó el rapartidor,6
1132,Comenzó el envio del pedido,9
1133,El repartidor vuelve a estar listo,3
1133,Finalizó el envío del pedido,5
1134,Se asignó el rapartidor,3
1135,Comenzó el envio del pedido,3
1135,Finalizó el envío del pedido,8
1135,Finalizó el envío del pedido,1
1137,El repartidor vuelve a estar listo,4
1137,Finalizó el envío del pedido,10
1138,Se asignó el rapartidor,4
1139,El repartidor vuelve a estar listo,7
1139,Comenzó el envio del pedido,4
1140,Se asignó el rapartidor,7
1140,El repartidor vuelve a estar listo,15
1141,Comenzó el envio del pedido,7
1141,Se asignó el rapartidor,15
1141,Comenzó el envio del pedido,12
1142,Comenzó el envio del pedido,15
1143,El repartidor vuelve a estar listo,10
1143,Finalizó el envío del pedido,3
1144,Se asignó el rapartidor,10
1145,Comenzó el envio del pedido,10
1145,Comenzó el envio del pedido,14
1147,Finalizó el envío del pedido,9
1147,El repartidor vuelve a estar listo,8
1148,Se asignó el rapartidor,8
1148,Comenzó el envio del pedido,6
1148,Finalizó el envío del pedido,7
1149,El repartidor vuelve a estar listo,5
1150,Comenzó el envio del pedido,8
1150,Se asignó el rapartidor,5
1150,Finalizó el envío del pedido,10
1151,Comenzó el envio del pedido,5
1152,El repartidor vuelve a estar listo,3
1153,Se asignó el rapartidor,3
1154,Comenzó el envio del pedido,3
1154,Finalizó el envío del pedido,12
1155,El repartidor vuelve a estar listo,10
1155,Finalizó el envío del pedido,5
1156,Se asignó el rapartidor,10
1156,El repartidor vuelve a estar listo,1
1156,Comenzó el envio del pedido,13
1156,Finalizó el envío del pedido,4
1157,Comenzó el envio del pedido,10
1157,Se asignó el rapartidor,1
1157,El repartidor vuelve a estar listo,7
1157,Finalizó el envío del pedido,14
1157,Finalizó el envío del pedido,6
1158,Comenzó el envio del pedido,1
1158,Se asignó el rapartidor,7
1159,Finalizó el envío del pedido,15
1159,Comenzó el envio del pedido,7
1160,El repartidor vuelve a estar listo,5
1161,Se asignó el rapartidor,5
1164,El repartidor vuelve a estar listo,9
1164,Finalizó el envío del pedido,8
1165,Se asignó el rapartidor,9
1165,Finalizó el envío del pedido,10
1166,Comenzó el envio del pedido,9
1166,Finalizó el envío del pedido,3
1167,El repartidor vuelve a estar listo,6
1168,Se asignó el rapartidor,6
1168,Finalizó el envío del pedido,13
1169,El repartidor vuelve a estar listo,14
1169,Comenzó el envio del pedido,6
1170,Se asignó el rapartidor,14
1171,Comenzó el envio del pedido,14
1172,Finalizó el envío del pedido,1
1173,El repartidor vuelve a estar listo,12
1173,El repartidor vuelve a estar listo,4
1173,Finalizó el envío del pedido,7
1173,Finalizó el envío del pedido,6
1174,Se asignó el rapartidor,12
1174,El repartidor vuelve a estar listo,10
1175,Se asignó el rapartidor,4
1176,Comenzó el envio del pedido,4
1176,Se asignó el rapartidor,10
1176,El repartidor vuelve a estar listo,15
1177,Comenzó el envio del pedido,10
1177,Se asignó el rapartidor,15
1178,El repartidor vuelve a estar listo,6
1179,Se asignó el rapartidor,6
1179,El repartidor vuelve a estar listo,8
1179,El repartidor vuelve a estar listo,3
1179,Comenzó el envio del pedido,5
1180,Comenzó el envio del pedido,6
1180,Se asignó el rapartidor,8
1180,Comenzó el envio del pedido,8
1181,Se asignó el rapartidor,3
1181,Comenzó el envio del pedido,11
1181,El repartidor vuelve a estar listo,13
1182,Comenzó el envio del pedido,3
1182,Se asignó el rapartidor,13
1183,Finalizó el envío del pedido,9
1183,Comenzó el envio del pedido,15
1186,Finalizó el envío del pedido,8
1187,El repartidor vuelve a estar listo,1
1188,Se asignó el rapartidor,1
1188,El repartidor vuelve a estar listo,7
1189,Se asignó el rapartidor,7
1189,Finalizó el envío del pedido,14
1189,Finalizó el envío del pedido,5
1190,Finalizó el envío del pedido,6
1190,Comenzó el envio del pedido,7
1191,Finalizó el envío del pedido,4
1193,El repartidor vuelve a estar listo,8
1193,Finalizó el envío del pedido,10
1194,Se asignó el rapartidor,8
1195,Comenzó el envio del pedido,8
1195,Finalizó el envío del pedido,7
1198,Finalizó el envío del pedido,15
1199,Comenzó el envio del pedido,2
1199,Comenzó el envio del pedido,1
1200,El repartidor vuelve a estar listo,7
1200,El repartidor vuelve a estar listo,5
1200,Finalizó el envío del pedido,11
1201,Se asignó el rapartidor,7
1201,El repartidor vuelve a estar listo,9
1201,El repartidor vuelve a estar listo,6
1201,Finalizó el envío del pedido,3
1202,Comenzó el envio del pedido,7
1202,Se asignó el rapartidor,5
1203,Se asignó el rapartidor,6
1204,Se asignó el rapartidor,9
1205,Finalizó el envío del pedido,2
1205,Comenzó el envio del pedido,12
1206,Finalizó el envío del pedido,8
1206,Finalizó el envío del pedido,1
1207,El repartidor vuelve a estar listo,4
1208,Se asignó el rapartidor,4
1208,El repartidor vuelve a estar listo,14
1209,Comenzó el envio del pedido,4
1209,Se asignó el rapartidor,14
1210,El repartidor vuelve a estar listo,10
1211,Se asignó el rapartidor,10
1211,El repartidor vuelve a estar listo,2
1212,Se asignó el rapartidor,2
1212,Comenzó el envio del pedido,10
1212,Comenzó el envio del pedido,13
1213,El repartidor vuelve a estar listo,15
1213,El repartidor vuelve a estar listo,1
1213,Finalizó el envío del pedido,4
1214,Se asignó el rapartidor,15
1215,Se asignó el rapartidor,1
1215,Comenzó el envio del pedido,6
1216,Comenzó el envio del pedido,2
1218,El repartidor vuelve a estar listo,8
1218,El repartidor vuelve a estar listo,4
1219,Se asignó el rapartidor,8
1220,Se asignó el rapartidor,4
1220,El repartidor vuelve a estar listo,11
1221,Se asignó el rapartidor,11
1221,El repartidor vuelve a estar listo,3
1221,Finalizó el envío del pedido,7
1222,Se asignó el rapartidor,3
1222,Finalizó el envío del pedido,6
1222,Comenzó el envio del pedido,9
1223,Finalizó el envío del pedido,12
1223,Comenzó el envio del pedido,5
1224,Finalizó el envío del pedido,10
1226,Comenzó el envio del pedido,8
1228,Comenzó el envio del pedido,15
1229,El repartidor vuelve a estar listo,6
1229,Finalizó el envío del pedido,9
1230,Se asignó el rapartidor,6
1230,Finalizó el envío del pedido,13
1233,Finalizó el envío del pedido,15
1236,Finalizó el envío del pedido,2
1236,El repartidor vuelve a estar listo,9
1237,Se asignó el rapartidor,9
1237,El repartidor vuelve a estar listo,10
1237,Comenzó el envio del pedido,11
1238,Comenzó el envio del pedido,9
1238,Se asignó el rapartidor,10
1238,El repartidor vuelve a estar listo,15
1239,Se asignó el rapartidor,15
1240,Comenzó el envio del pedido,4
1241,El repartidor vuelve a estar listo,7
1241,El repartidor vuelve a estar listo,12
1241,Finalizó el envío del pedido,5
1241,Finalizó el envío del pedido,8
1242,Se asignó el rapartidor,7
1243,Se asignó el rapartidor,12
1246,Finalizó el envío del pedido,11
1247,Comenzó el envio del pedido,15
1248,Finalizó el envío del pedido,9
1249,El repartidor vuelve a estar listo,13
1250,Se asignó el rapartidor,13
1254,Comenzó el envio del pedido,3
1255,El repartidor vuelve a estar listo,11
1256,Se asignó el rapartidor,11
1256,El repartidor vuelve a estar listo,2
1256,El repartidor vuelve a estar listo,8
1256,Finalizó el envío del pedido,15
1257,Comenzó el envio del pedido,11
1257,Se asignó el rapartidor,2
1258,Comenzó el envio del pedido,2
1258,Se asignó el rapartidor,8
1258,Finalizó el envío del pedido,4
1259,El repartidor vuelve a estar listo,5
1260,Se asignó el rapartidor,5
1260,El repartidor vuelve a estar listo,9
1260,Finalizó el envío del pedido,3
1261,Se asignó el rapartidor,9
1261,Comenzó el envio del pedido,14
1261,Comenzó el envio del pedido,6
1263,Comenzó el envio del pedido,13
1265,El repartidor vuelve a estar listo,15
1265,Finalizó el envío del pedido,14
1265,Comenzó el envio del pedido,10
1266,Se asignó el rapartidor,15
1266,El repartidor vuelve a estar listo,3
1267,Se asignó el rapartidor,3
1267,Comenzó el envio del pedido,1
1270,El repartidor vuelve a estar listo,14
1270,Comenzó el envio del pedido,7
1271,Se asignó el rapartidor,14
1272,Finalizó el envío del pedido,11
1273,Finalizó el envío del pedido,13
1273,Comenzó el envio del pedido,5
1273,Comenzó el envio del pedido,14
1275,Finalizó el envío del pedido,2
1276,El repartidor vuelve a estar listo,4
1276,Comenzó el envio del pedido,8
1277,Se asignó el rapartidor,4
1278,Finalizó el envío del pedido,1
1278,Finalizó el envío del pedido,5
1279,Finalizó el envío del pedido,6
1282,Finalizó el envío del pedido,8
1282,Comenzó el envio del pedido,15
1283,El repartidor vuelve a estar listo,5
1283,El repartidor vuelve a estar listo,13
1284,Se asignó el rapartidor,13
1285,Se asignó el rapartidor,5
1285,Comenzó el envio del pedido,13
1285,Finalizó el envío del pedido,7
1285,Finalizó el envío del pedido,10
1287,Comenzó el envio del pedido,4
1288,El repartidor vuelve a estar listo,11
1288,El repartidor vuelve a estar listo,8
1289,Se asignó el rapartidor,8
1289,El repartidor vuelve a estar listo,1
1289,Comenzó el envio del pedido,9
1290,Se asignó el rapartidor,11
1290,Comenzó el envio del pedido,8
1291,Se asignó el rapartidor,1
1292,Finalizó el envío del pedido,14
1292,Finalizó el envío del pedido,13
1293,El repartidor vuelve a estar listo,2
1293,Comenzó el envio del pedido,11
1294,Se asignó el rapartidor,2
1294,Finalizó el envío del pedido,15
1296,Finalizó el envío del pedido,9
1297,El repartidor vuelve a estar listo,6
1297,Finalizó el envío del pedido,4
1298,Se asignó el rapartidor,6
1299,Comenzó el envio del pedido,6
1299,Comenzó el envio del pedido,12
1300,El repartidor vuelve a estar listo,7
1300,El repartidor vuelve a estar listo,13
1300,Comenzó el envio del pedido,1
1301,Se asignó el rapartidor,7
1302,Comenzó el envio del pedido,7
1302,Se asignó el rapartidor,13
1302,Comenzó el envio del pedido,2
1303,Comenzó el envio del pedido,13
1304,El repartidor vuelve a estar listo,9
1304,Finalizó el envío del pedido,8
1305,Se asignó el rapartidor,9
1305,El repartidor vuelve a estar listo,10
1306,Se asignó el rapartidor,10
1306,El repartidor vuelve a estar listo,15
1306,Comenzó el envio del pedido,10
1307,Se asignó el rapartidor,15
1307,El repartidor vuelve a estar listo,4
1308,Se asignó el rapartidor,4
1308,Finalizó el envío del pedido,6
1311,El repartidor vuelve a estar listo,14
1312,Se asignó el rapartidor,14
1312,Finalizó el envío del pedido,11
1314,Comenzó el envio del pedido,3
1315,Comenzó el envio del pedido,14
1317,Finalizó el envío del pedido,13
1317,Finalizó el envío del pedido,1
1317,Finalizó el envío del pedido,7
1317,Comenzó el envio del pedido,5
1318,El repartidor vuelve a estar listo,6
1318,Finalizó el envío del pedido,12
1318,Comenzó el envio del pedido,4
1318,Comenzó el envio del pedido,15
1319,Se asignó el rapartidor,6
1319,El repartidor vuelve a estar listo,8
1319,Finalizó el envío del pedido,10
1320,Comenzó el envio del pedido,6
1320,Se asignó el rapartidor,8
1320,Finalizó el envío del pedido,2
1321,Comenzó el envio del pedido,8
1324,Finalizó el envío del pedido,6
1324,Finalizó el envío del pedido,14
1325,Finalizó el envío del pedido,3
1326,Finalizó el envío del pedido,4
1329,El repartidor vuelve a estar listo,6
1330,Se asignó el rapartidor,6
1331,El repartidor vuelve a estar listo,11
1331,Comenzó el envio del pedido,6
1332,Se asignó el rapartidor,11
1332,El repartidor vuelve a estar listo,13
1332,El repartidor vuelve a estar listo,10
1333,Se asignó el rapartidor,10
1333,El repartidor vuelve a estar listo,7
1333,El repartidor vuelve a estar listo,14
1334,Se asignó el rapartidor,13
1334,Comenzó el envio del pedido,10
1334,El repartidor vuelve a estar listo,1
1334,El repartidor vuelve a estar listo,4
1335,Se asignó el rapartidor,14
1336,Se asignó el rapartidor,7
1336,El repartidor vuelve a estar listo,3
1336,Finalizó el envío del pedido,5
1337,Se asignó el rapartidor,1
1337,El repartidor vuelve a estar listo,12
1337,Comenzó el envio del pedido,1
1338,Se asignó el rapartidor,4
1338,Finalizó el envío del pedido,15
1338,Finalizó el envío del pedido,6
1338,Finalizó el envío del pedido,8
1339,Se asignó el rapartidor,3
1339,Comenzó el envio del pedido,11
1339,El repartidor vuelve a estar listo,2
1340,Se asignó el rapartidor,12
1341,Se asignó el rapartidor,2
1346,El repartidor vuelve a estar listo,6
1346,Comenzó el envio del pedido,13
1347,Se asignó el rapartidor,6
1348,Comenzó el envio del pedido,6
1349,Comenzó el envio del pedido,9
1350,Finalizó el envío del pedido,11
1352,Finalizó el envío del pedido,1
1353,Finalizó el envío del pedido,13
1353,Finalizó el envío del pedido,10
1355,El repartidor vuelve a estar listo,5
1356,Se asignó el rapartidor,5
1356,El repartidor vuelve a estar listo,8
1357,Comenzó el envio del pedido,5
1357,Se asignó el rapartidor,8
1357,Finalizó el envío del pedido,6
1358,El repartidor vuelve a estar listo,15
1358,Comenzó el envio del pedido,8
1358,Comenzó el envio del pedido,3
1359,Se asignó el rapartidor,15
1360,Comenzó el envio del pedido,15
1360,El repartidor vuelve a estar listo,13
1361,Se asignó el rapartidor,13
1361,Comenzó el envio del pedido,7
1362,El repartidor vuelve a estar listo,11
1362,Finalizó el envío del pedido,8
1363,Se asignó el rapartidor,11
1365,Comenzó el envio del pedido,12
1366,Comenzó el envio del pedido,4
1367,El repartidor vuelve a estar listo,1
1367,El repartidor vuelve a estar listo,6
1367,El repartidor vuelve a estar listo,8
1367,Finalizó el envío del pedido,5
1367,Comenzó el envio del pedido,14
1368,Se asignó el rapartidor,1
1368,Finalizó el envío del pedido,9
1369,Se asignó el rapartidor,8
1370,Se asignó el rapartidor,6
1370,Comenzó el envio del pedido,2
1370,Finalizó el envío del pedido,12
1371,Finalizó el envío del pedido,3
1371,Comenzó el envio del pedido,13
1372,Finalizó el envío del pedido,7
1373,El repartidor vuelve a estar listo,10
1373,Comenzó el envio del pedido,1
1374,Se asignó el rapartidor,10
1375,El repartidor vuelve a estar listo,12
1375,Finalizó el envío del pedido,15
1375,Finalizó el envío del pedido,14
1377,Finalizó el envío del pedido,4
1378,Se asignó el rapartidor,12
1378,El repartidor vuelve a estar listo,5
1378,Comenzó el envio del pedido,12
1379,Se asignó el rapartidor,5
1382,Comenzó el envio del pedido,6
1383,El repartidor vuelve a estar listo,14
1383,Finalizó el envío del pedido,12
1384,Se asignó el rapartidor,14
1384,El repartidor vuelve a estar listo,7
1384,El repartidor vuelve a estar listo,3
1387,Se asignó el rapartidor,3
1387,El repartidor vuelve a estar listo,9
1387,Comenzó el envio del pedido,3
1388,Se asignó el rapartidor,7
1388,El repartidor vuelve a estar listo,4
1388,Finalizó el envío del pedido,13
1388,El repartidor vuelve a estar listo,12
1388,Finalizó el envío del pedido,2
1388,Finalizó el envío del pedido,1
1389,Se asignó el rapartidor,9
1390,Comenzó el envio del pedido,9
1391,El repartidor vuelve a estar listo,15
1394,Se asignó el rapartidor,4
1395,Finalizó el envío del pedido,6
1396,Se asignó el rapartidor,12
1396,Comenzó el envio del pedido,8
1398,Comenzó el envio del pedido,10
1400,Finalizó el envío del pedido,9
1400,Comenzó el envio del pedido,14
1401,Se asignó el rapartidor,15
1401,Comenzó el envio del pedido,15
1402,Finalizó el envío del pedido,8
1402,Comenzó el envio del pedido,7
1403,El repartidor vuelve a estar listo,1
1404,Se asignó el rapartidor,1
1405,El repartidor vuelve a estar listo,13
1405,Finalizó el envío del pedido,3
1405,Comenzó el envio del pedido,11
1406,Se asignó el rapartidor,13
1406,Comenzó el envio del pedido,13
1407,El repartidor vuelve a estar listo,2
1407,Finalizó el envío del pedido,15
1408,Se asignó el rapartidor,2
1408,El repartidor vuelve a estar listo,8
1408,El repartidor vuelve a estar listo,6
1409,Se asignó el rapartidor,8
1409,Comenzó el envio del pedido,12
1411,Se asignó el rapartidor,6
1411,El repartidor vuelve a estar listo,9
1412,Finalizó el envío del pedido,13
1413,El repartidor vuelve a estar listo,15
1414,Finalizó el envío del pedido,10
1415,Se asignó el rapartidor,9
1415,Finalizó el envío del pedido,11
1418,El repartidor vuelve a estar listo,13
1418,Finalizó el envío del pedido,14
1418,Finalizó el envío del pedido,7
1419,Se asignó el rapartidor,15
1420,Finalizó el envío del pedido,12
1420,Comenzó el envio del pedido,8
1421,Se asignó el rapartidor,13
1423,El repartidor vuelve a estar listo,3
1424,Se asignó el rapartidor,3
1425,El repartidor vuelve a estar listo,11
1425,Comenzó el envio del pedido,3
1426,Finalizó el envío del pedido,8
1428,Comenzó el envio del pedido,2
1429,Se asignó el rapartidor,11
1430,El repartidor vuelve a estar listo,10
1431,Se asignó el rapartidor,10
1432,El repartidor vuelve a estar listo,12
1432,El repartidor vuelve a estar listo,8
1432,Comenzó el envio del pedido,6
1432,Comenzó el envio del pedido,13
1433,Se asignó el rapartidor,12
1434,Se asignó el rapartidor,8
1434,Comenzó el envio del pedido,12
1434,Comenzó el envio del pedido,4
1434,El repartidor vuelve a estar listo,7
1436,El repartidor vuelve a estar listo,14
1437,Se asignó el rapartidor,7
1437,Comenzó el envio del pedido,1
1438,Comenzó el envio del pedido,7
1439,Se asignó el rapartidor,14
1439,Comenzó el envio del pedido,5
1439,Finalizó el envío del pedido,3
1439,Finalizó el envío del pedido,12
1440,Finalizó el envío del pedido,2
1441,Comenzó el envio del pedido,9
1442,Finalizó el envío del pedido,7
1443,Finalizó el envío del pedido,5
1445,El repartidor vuelve a estar listo,12
1446,Se asignó el rapartidor,12
1446,Finalizó el envío del pedido,13
1446,Comenzó el envio del pedido,11
1447,El repartidor vuelve a estar listo,7
1448,Se asignó el rapartidor,7
1448,El repartidor vuelve a estar listo,5
1449,Finalizó el envío del pedido,9
1449,Comenzó el envio del pedido,15
1449,Comenzó el envio del pedido,10
1450,Finalizó el envío del pedido,6
1450,Finalizó el envío del pedido,4
1451,Se asignó el rapartidor,5
1452,El repartidor vuelve a estar listo,2
1452,Finalizó el envío del pedido,1
1453,Se asignó el rapartidor,2
1453,Comenzó el envio del pedido,8
1454,El repartidor vuelve a estar listo,3
1454,Finalizó el envío del pedido,15
1456,Se asignó el rapartidor,3
1457,El repartidor vuelve a estar listo,9
1457,Finalizó el envío del pedido,8
1458,Se asignó el rapartidor,9
1459,El repartidor vuelve a estar listo,15
1459,Finalizó el envío del pedido,11
1460,Se asignó el rapartidor,15
1460,El repartidor vuelve a estar listo,13
1462,Se asignó el rapartidor,13
1462,Comenzó el envio del pedido,5
1462,El repartidor vuelve a estar listo,8
1463,Comenzó el envio del pedido,13
1463,Se asignó el rapartidor,8
1464,Finalizó el envío del pedido,10
1467,El repartidor vuelve a estar listo,4
1467,Finalizó el envío del pedido,5
1468,Se asignó el rapartidor,4
1468,El repartidor vuelve a estar listo,6
1468,El repartidor vuelve a estar listo,1
1469,Se asignó el rapartidor,1
1469,Comenzó el envio del pedido,9
1470,Se asignó el rapartidor,6
1471,Finalizó el envío del pedido,13
1472,El repartidor vuelve a estar listo,11
1473,Se asignó el rapartidor,11
1473,Comenzó el envio del pedido,2
1473,El repartidor vuelve a estar listo,5
1475,Se asignó el rapartidor,5
1477,Comenzó el envio del pedido,14
1479,El repartidor vuelve a estar listo,10
1480,Se asignó el rapartidor,10
1480,El repartidor vuelve a estar listo,13
1481,Se asignó el rapartidor,13
1482,Finalizó el envío del pedido,9
1482,Comenzó el envio del pedido,6
1486,Finalizó el envío del pedido,2
1487,Finalizó el envío del pedido,14
1489,Comenzó el envio del pedido,12
1491,Comenzó el envio del pedido,3
1492,Comenzó el envio del pedido,8
1496,El repartidor vuelve a estar listo,9
1497,Se asignó el rapartidor,9
1497,El repartidor vuelve a estar listo,14
1497,Finalizó el envío del pedido,3
1498,Se asignó el rapartidor,14
1498,Comenzó el envio del pedido,15
1499,Comenzó el envio del pedido,14
1500,El repartidor vuelve a estar listo,2
1500,Finalizó el envío del pedido,6
1501,Se asignó el rapartidor,2
1503,El repartidor vuelve a estar listo,3
1503,Comenzó el envio del pedido,4
1504,Se asignó el rapartidor,3
1505,Finalizó el envío del pedido,12
1505,Comenzó el envio del pedido,2
1507,Finalizó el envío del pedido,8
1508,Finalizó el envío del pedido,14
1508,Comenzó el envio del pedido,1
1510,Comenzó el envio del pedido,5
1516,Finalizó el envío del pedido,1
1517,Finalizó el envío del pedido,5
1517,Finalizó el envío del pedido,15
1518,El repartidor vuelve a estar listo,6
1518,El repartidor vuelve a estar listo,14
1519,Se asignó el rapartidor,14
1519,Comenzó el envio del pedido,13
1520,Se asignó el rapartidor,6
1521,El repartidor vuelve a estar listo,12
1522,Se asignó el rapartidor,12
